Words,Similarity_Score,Paragraph_Numbers,Count,Paragraphs,Path
very important,0.56,3,1,"he told the bbc world service programme go digital he hoped it would become an education tool in developing countries. he said one laptop per child could be "" very important to the development of not just that child but now the whole family, village and neighbourhood"". he said the child could use the laptop like a text book. he described the device as a stripped down laptop, which would run a linux-based operating system, ""we have to get the display down to below $20, to do this we need to rear project the image rather than using an ordinary flat panel.",bbc_doc/technology/004.docx
not talking,0.56,5,1,"while the idea was popular amongst the children, it initially received some resistance from the teachers and there were problems with laptops getting broken. however, mr negroponte has adapted the idea to his own work in cambodia where he set up two schools together with his wife and gave the children laptops. ""we put in 25 laptops three years ago , only one has been broken, the kids cherish these things, it's also a tv a telephone and a games machine, not just a textbook."" mr negroponte wants the laptops to become more common than mobile phones but conceded this was ambitious. ""nokia make 200 million cell phones a year, so for us to claim we're going to make 200 million laptops is a big number, but we're not talking about doing it in three or five years, we're talking about months."" he plans to be distributing them by the end of 2006 and is already in discussion with the chinese education ministry who are expected to make a large order. ""in china they spend $17 per child per year on textbooks. that's for five or six years, so if we can distribute and sell laptops in quantities of one million or more to ministries of education that's cheaper and the marketing overheads go away.""",bbc_doc/technology/004.docx
one million,0.56,5,1,"while the idea was popular amongst the children, it initially received some resistance from the teachers and there were problems with laptops getting broken. however, mr negroponte has adapted the idea to his own work in cambodia where he set up two schools together with his wife and gave the children laptops. ""we put in 25 laptops three years ago , only one has been broken, the kids cherish these things, it's also a tv a telephone and a games machine, not just a textbook."" mr negroponte wants the laptops to become more common than mobile phones but conceded this was ambitious. ""nokia make 200 million cell phones a year, so for us to claim we're going to make 200 million laptops is a big number, but we're not talking about doing it in three or five years, we're talking about months."" he plans to be distributing them by the end of 2006 and is already in discussion with the chinese education ministry who are expected to make a large order. ""in china they spend $17 per child per year on textbooks. that's for five or six years, so if we can distribute and sell laptops in quantities of one million or more to ministries of education that's cheaper and the marketing overheads go away.""",bbc_doc/technology/004.docx
now widely,0.55,4,1,"""the second trick is to get rid of the fat , if you can skinny it down you can gain speed and the ability to use smaller processors and slower memory."" the device will probably be exported as a kit of parts to be assembled locally to keep costs down. mr negroponte said this was a not for profit venture, though he recognised that the manufacturers of the components would be making money. in 1995 mr negroponte published the bestselling being digital, now widely seen as predicting the digital age. the concept is based on experiments in the us state of maine, where children were given laptop computers to take home and do their work on.",bbc_doc/technology/004.docx
being digital,0.55,4,1,"""the second trick is to get rid of the fat , if you can skinny it down you can gain speed and the ability to use smaller processors and slower memory."" the device will probably be exported as a kit of parts to be assembled locally to keep costs down. mr negroponte said this was a not for profit venture, though he recognised that the manufacturers of the components would be making money. in 1995 mr negroponte published the bestselling being digital, now widely seen as predicting the digital age. the concept is based on experiments in the us state of maine, where children were given laptop computers to take home and do their work on.",bbc_doc/technology/004.docx
need,0.55,3,1,"he told the bbc world service programme go digital he hoped it would become an education tool in developing countries. he said one laptop per child could be "" very important to the development of not just that child but now the whole family, village and neighbourhood"". he said the child could use the laptop like a text book. he described the device as a stripped down laptop, which would run a linux-based operating system, ""we have to get the display down to below $20, to do this we need to rear project the image rather than using an ordinary flat panel.",bbc_doc/technology/004.docx
get,0.55,3,3,"he told the bbc world service programme go digital he hoped it would become an education tool in developing countries. he said one laptop per child could be "" very important to the development of not just that child but now the whole family, village and neighbourhood"". he said the child could use the laptop like a text book. he described the device as a stripped down laptop, which would run a linux-based operating system, ""we have to get the display down to below $20, to do this we need to rear project the image rather than using an ordinary flat panel.",bbc_doc/technology/004.docx
,,4,,"""the second trick is to get rid of the fat , if you can skinny it down you can gain speed and the ability to use smaller processors and slower memory."" the device will probably be exported as a kit of parts to be assembled locally to keep costs down. mr negroponte said this was a not for profit venture, though he recognised that the manufacturers of the components would be making money. in 1995 mr negroponte published the bestselling being digital, now widely seen as predicting the digital age. the concept is based on experiments in the us state of maine, where children were given laptop computers to take home and do their work on.",
,,5,,"while the idea was popular amongst the children, it initially received some resistance from the teachers and there were problems with laptops getting broken. however, mr negroponte has adapted the idea to his own work in cambodia where he set up two schools together with his wife and gave the children laptops. ""we put in 25 laptops three years ago , only one has been broken, the kids cherish these things, it's also a tv a telephone and a games machine, not just a textbook."" mr negroponte wants the laptops to become more common than mobile phones but conceded this was ambitious. ""nokia make 200 million cell phones a year, so for us to claim we're going to make 200 million laptops is a big number, but we're not talking about doing it in three or five years, we're talking about months."" he plans to be distributing them by the end of 2006 and is already in discussion with the chinese education ministry who are expected to make a large order. ""in china they spend $17 per child per year on textbooks. that's for five or six years, so if we can distribute and sell laptops in quantities of one million or more to ministries of education that's cheaper and the marketing overheads go away.""",
enabling people,0.72,6,1,"as more tools for self-expression are given to the person on the street, enabling people to take photos with a phone and upload them to the web for instance, creativity will become an integral part of technology. the orange expressionist exhibition last year, for example, displayed thousands of picture messages from people all over the uk to create an interactive installation.",bbc_doc/technology/005.docx
more,0.69,3,3,"often this help has come in the form of corporate art sponsorship or infrastructure provision. but that dance is growing more intimate as hi-tech firms look to the creative industries for inspiration. and vice versa. uk telco bt is serious about the idea and has launched its connected world initiative. the idea, says bt, is to shape a ""21st century model"" which will help cement the art, technology, and business worlds together. ""we are hoping to understand the creative industry that has a natural thirst for broadband technology,"" said frank stone, head of the bt's business sector programmes. he looks after several ""centres of excellence"" which the telco has set up with other institutions and organisations, one of which is focused on creative industries.",bbc_doc/technology/005.docx
,,6,,"as more tools for self-expression are given to the person on the street, enabling people to take photos with a phone and upload them to the web for instance, creativity will become an integral part of technology. the orange expressionist exhibition last year, for example, displayed thousands of picture messages from people all over the uk to create an interactive installation.",
,,7,,"technology as a way of unleashing creativity has massive potential, not least because it gives people something to do with their technology. big businesses know it is good for them to get in on the creative vein too. the art world is ""fantastically rich"", said mr stone, with creative people and ideas which means traditional companies like bt want to get in with them. between 1997 and 2002, the creative industry brought £21 billion to london alone. it is an industry that is growing by 6% a year too. the partnership between artists and technologists is part of trying to understand the creative potential of technologies like broadband net, according to mr stone. ""this is not just about putting art galleries and museums online,"" he said. ""it is about how can everyone have the best seat in house and asking if technology has a role in solving that problem."" with broadband penetration reaching 100% in the uk, businesses with a stake in the technology want to give people reasons to want and use it. the creative drive is not purely altruistic obviously. it is about both industries borrowing strategies and creative ideas together which can result in better business practices for creative industries, or more patent ideas for tech companies. ""what we are trying to do is have outside-in thinking. ""we are creating a future cultural drive for the economy,"" said mr stone.",
not least,0.68,7,1,"technology as a way of unleashing creativity has massive potential, not least because it gives people something to do with their technology. big businesses know it is good for them to get in on the creative vein too. the art world is ""fantastically rich"", said mr stone, with creative people and ideas which means traditional companies like bt want to get in with them. between 1997 and 2002, the creative industry brought £21 billion to london alone. it is an industry that is growing by 6% a year too. the partnership between artists and technologists is part of trying to understand the creative potential of technologies like broadband net, according to mr stone. ""this is not just about putting art galleries and museums online,"" he said. ""it is about how can everyone have the best seat in house and asking if technology has a role in solving that problem."" with broadband penetration reaching 100% in the uk, businesses with a stake in the technology want to give people reasons to want and use it. the creative drive is not purely altruistic obviously. it is about both industries borrowing strategies and creative ideas together which can result in better business practices for creative industries, or more patent ideas for tech companies. ""what we are trying to do is have outside-in thinking. ""we are creating a future cultural drive for the economy,"" said mr stone.",bbc_doc/technology/005.docx
gives people,0.67,7,1,"technology as a way of unleashing creativity has massive potential, not least because it gives people something to do with their technology. big businesses know it is good for them to get in on the creative vein too. the art world is ""fantastically rich"", said mr stone, with creative people and ideas which means traditional companies like bt want to get in with them. between 1997 and 2002, the creative industry brought £21 billion to london alone. it is an industry that is growing by 6% a year too. the partnership between artists and technologists is part of trying to understand the creative potential of technologies like broadband net, according to mr stone. ""this is not just about putting art galleries and museums online,"" he said. ""it is about how can everyone have the best seat in house and asking if technology has a role in solving that problem."" with broadband penetration reaching 100% in the uk, businesses with a stake in the technology want to give people reasons to want and use it. the creative drive is not purely altruistic obviously. it is about both industries borrowing strategies and creative ideas together which can result in better business practices for creative industries, or more patent ideas for tech companies. ""what we are trying to do is have outside-in thinking. ""we are creating a future cultural drive for the economy,"" said mr stone.",bbc_doc/technology/005.docx
more tools,0.65,6,1,"as more tools for self-expression are given to the person on the street, enabling people to take photos with a phone and upload them to the web for instance, creativity will become an integral part of technology. the orange expressionist exhibition last year, for example, displayed thousands of picture messages from people all over the uk to create an interactive installation.",bbc_doc/technology/005.docx
people something,0.65,7,1,"technology as a way of unleashing creativity has massive potential, not least because it gives people something to do with their technology. big businesses know it is good for them to get in on the creative vein too. the art world is ""fantastically rich"", said mr stone, with creative people and ideas which means traditional companies like bt want to get in with them. between 1997 and 2002, the creative industry brought £21 billion to london alone. it is an industry that is growing by 6% a year too. the partnership between artists and technologists is part of trying to understand the creative potential of technologies like broadband net, according to mr stone. ""this is not just about putting art galleries and museums online,"" he said. ""it is about how can everyone have the best seat in house and asking if technology has a role in solving that problem."" with broadband penetration reaching 100% in the uk, businesses with a stake in the technology want to give people reasons to want and use it. the creative drive is not purely altruistic obviously. it is about both industries borrowing strategies and creative ideas together which can result in better business practices for creative industries, or more patent ideas for tech companies. ""what we are trying to do is have outside-in thinking. ""we are creating a future cultural drive for the economy,"" said mr stone.",bbc_doc/technology/005.docx
people all,0.65,6,1,"as more tools for self-expression are given to the person on the street, enabling people to take photos with a phone and upload them to the web for instance, creativity will become an integral part of technology. the orange expressionist exhibition last year, for example, displayed thousands of picture messages from people all over the uk to create an interactive installation.",bbc_doc/technology/005.docx
give people,0.65,7,1,"technology as a way of unleashing creativity has massive potential, not least because it gives people something to do with their technology. big businesses know it is good for them to get in on the creative vein too. the art world is ""fantastically rich"", said mr stone, with creative people and ideas which means traditional companies like bt want to get in with them. between 1997 and 2002, the creative industry brought £21 billion to london alone. it is an industry that is growing by 6% a year too. the partnership between artists and technologists is part of trying to understand the creative potential of technologies like broadband net, according to mr stone. ""this is not just about putting art galleries and museums online,"" he said. ""it is about how can everyone have the best seat in house and asking if technology has a role in solving that problem."" with broadband penetration reaching 100% in the uk, businesses with a stake in the technology want to give people reasons to want and use it. the creative drive is not purely altruistic obviously. it is about both industries borrowing strategies and creative ideas together which can result in better business practices for creative industries, or more patent ideas for tech companies. ""what we are trying to do is have outside-in thinking. ""we are creating a future cultural drive for the economy,"" said mr stone.",bbc_doc/technology/005.docx
least because,0.65,7,1,"technology as a way of unleashing creativity has massive potential, not least because it gives people something to do with their technology. big businesses know it is good for them to get in on the creative vein too. the art world is ""fantastically rich"", said mr stone, with creative people and ideas which means traditional companies like bt want to get in with them. between 1997 and 2002, the creative industry brought £21 billion to london alone. it is an industry that is growing by 6% a year too. the partnership between artists and technologists is part of trying to understand the creative potential of technologies like broadband net, according to mr stone. ""this is not just about putting art galleries and museums online,"" he said. ""it is about how can everyone have the best seat in house and asking if technology has a role in solving that problem."" with broadband penetration reaching 100% in the uk, businesses with a stake in the technology want to give people reasons to want and use it. the creative drive is not purely altruistic obviously. it is about both industries borrowing strategies and creative ideas together which can result in better business practices for creative industries, or more patent ideas for tech companies. ""what we are trying to do is have outside-in thinking. ""we are creating a future cultural drive for the economy,"" said mr stone.",bbc_doc/technology/005.docx
people,0.64,6,2,"as more tools for self-expression are given to the person on the street, enabling people to take photos with a phone and upload them to the web for instance, creativity will become an integral part of technology. the orange expressionist exhibition last year, for example, displayed thousands of picture messages from people all over the uk to create an interactive installation.",bbc_doc/technology/005.docx
,,7,,"technology as a way of unleashing creativity has massive potential, not least because it gives people something to do with their technology. big businesses know it is good for them to get in on the creative vein too. the art world is ""fantastically rich"", said mr stone, with creative people and ideas which means traditional companies like bt want to get in with them. between 1997 and 2002, the creative industry brought £21 billion to london alone. it is an industry that is growing by 6% a year too. the partnership between artists and technologists is part of trying to understand the creative potential of technologies like broadband net, according to mr stone. ""this is not just about putting art galleries and museums online,"" he said. ""it is about how can everyone have the best seat in house and asking if technology has a role in solving that problem."" with broadband penetration reaching 100% in the uk, businesses with a stake in the technology want to give people reasons to want and use it. the creative drive is not purely altruistic obviously. it is about both industries borrowing strategies and creative ideas together which can result in better business practices for creative industries, or more patent ideas for tech companies. ""what we are trying to do is have outside-in thinking. ""we are creating a future cultural drive for the economy,"" said mr stone.",
greater understand,0.64,5,1,"they have recently been excavated and are thought to be the remnants of coudenberg palace, an historical seat of european power. the 3d world can be navigated using a joystick and offers an immersive experience of a landscape that historically had a river running through it until it was bricked up in the 19th century. ""the river was integral to the city's survival for hundreds of years and it was equally essential to the city that it disappeared,"" said the artists. ""we hope that by uncovering the river, we can greater understand the connections between the past and the present, and appreciate the flow of modernity, once concealing, but now revealing the river senne."" in their previous works they used the quake game graphics engine. the game engine is the core component of a video game because it handles graphics rendering, game ai, and how objects behave and relate to each other in a game. they are so time-consuming and expensive to create, the engines can be licensed out to handle other graphics-intensive games. bt's own engine, tara (total abstract rendering architecture) has been in development since 2001 and has been used to recreate virtual interactive models of buildings for planners. it was also used in 2003 in encounter, an urban-based, pervasive game that combined both virtual play in conjunction with physical, on-the-street action. because the artists wanted video and interactive elements in their worlds, new features were added to tara in order to handle the complex data sets. but collaboration between art and digital technology is by no means new, and many keen coders, designers, games makers and animators argue that what they create is art itself.",bbc_doc/technology/005.docx
people reason,0.64,7,1,"technology as a way of unleashing creativity has massive potential, not least because it gives people something to do with their technology. big businesses know it is good for them to get in on the creative vein too. the art world is ""fantastically rich"", said mr stone, with creative people and ideas which means traditional companies like bt want to get in with them. between 1997 and 2002, the creative industry brought £21 billion to london alone. it is an industry that is growing by 6% a year too. the partnership between artists and technologists is part of trying to understand the creative potential of technologies like broadband net, according to mr stone. ""this is not just about putting art galleries and museums online,"" he said. ""it is about how can everyone have the best seat in house and asking if technology has a role in solving that problem."" with broadband penetration reaching 100% in the uk, businesses with a stake in the technology want to give people reasons to want and use it. the creative drive is not purely altruistic obviously. it is about both industries borrowing strategies and creative ideas together which can result in better business practices for creative industries, or more patent ideas for tech companies. ""what we are trying to do is have outside-in thinking. ""we are creating a future cultural drive for the economy,"" said mr stone.",bbc_doc/technology/005.docx
growing more,0.63,3,1,"often this help has come in the form of corporate art sponsorship or infrastructure provision. but that dance is growing more intimate as hi-tech firms look to the creative industries for inspiration. and vice versa. uk telco bt is serious about the idea and has launched its connected world initiative. the idea, says bt, is to shape a ""21st century model"" which will help cement the art, technology, and business worlds together. ""we are hoping to understand the creative industry that has a natural thirst for broadband technology,"" said frank stone, head of the bt's business sector programmes. he looks after several ""centres of excellence"" which the telco has set up with other institutions and organisations, one of which is focused on creative industries.",bbc_doc/technology/005.docx
least,0.62,7,1,"technology as a way of unleashing creativity has massive potential, not least because it gives people something to do with their technology. big businesses know it is good for them to get in on the creative vein too. the art world is ""fantastically rich"", said mr stone, with creative people and ideas which means traditional companies like bt want to get in with them. between 1997 and 2002, the creative industry brought £21 billion to london alone. it is an industry that is growing by 6% a year too. the partnership between artists and technologists is part of trying to understand the creative potential of technologies like broadband net, according to mr stone. ""this is not just about putting art galleries and museums online,"" he said. ""it is about how can everyone have the best seat in house and asking if technology has a role in solving that problem."" with broadband penetration reaching 100% in the uk, businesses with a stake in the technology want to give people reasons to want and use it. the creative drive is not purely altruistic obviously. it is about both industries borrowing strategies and creative ideas together which can result in better business practices for creative industries, or more patent ideas for tech companies. ""what we are trying to do is have outside-in thinking. ""we are creating a future cultural drive for the economy,"" said mr stone.",bbc_doc/technology/005.docx
from people,0.61,6,1,"as more tools for self-expression are given to the person on the street, enabling people to take photos with a phone and upload them to the web for instance, creativity will become an integral part of technology. the orange expressionist exhibition last year, for example, displayed thousands of picture messages from people all over the uk to create an interactive installation.",bbc_doc/technology/005.docx
not just,0.61,7,1,"technology as a way of unleashing creativity has massive potential, not least because it gives people something to do with their technology. big businesses know it is good for them to get in on the creative vein too. the art world is ""fantastically rich"", said mr stone, with creative people and ideas which means traditional companies like bt want to get in with them. between 1997 and 2002, the creative industry brought £21 billion to london alone. it is an industry that is growing by 6% a year too. the partnership between artists and technologists is part of trying to understand the creative potential of technologies like broadband net, according to mr stone. ""this is not just about putting art galleries and museums online,"" he said. ""it is about how can everyone have the best seat in house and asking if technology has a role in solving that problem."" with broadband penetration reaching 100% in the uk, businesses with a stake in the technology want to give people reasons to want and use it. the creative drive is not purely altruistic obviously. it is about both industries borrowing strategies and creative ideas together which can result in better business practices for creative industries, or more patent ideas for tech companies. ""what we are trying to do is have outside-in thinking. ""we are creating a future cultural drive for the economy,"" said mr stone.",bbc_doc/technology/005.docx
use,0.6,3,4,"often this help has come in the form of corporate art sponsorship or infrastructure provision. but that dance is growing more intimate as hi-tech firms look to the creative industries for inspiration. and vice versa. uk telco bt is serious about the idea and has launched its connected world initiative. the idea, says bt, is to shape a ""21st century model"" which will help cement the art, technology, and business worlds together. ""we are hoping to understand the creative industry that has a natural thirst for broadband technology,"" said frank stone, head of the bt's business sector programmes. he looks after several ""centres of excellence"" which the telco has set up with other institutions and organisations, one of which is focused on creative industries.",bbc_doc/technology/005.docx
,,4,,"to mark the initiative's launch, a major international art installation is to open on 15 april in brussels, with a further exhibit in madrid later in the summer. they have both been created using the telco's technology that it has been incubating at its research and development arm, including a sophisticated graphics rendering program. using a 3d graphics engine, the type commonly used in gaming, bafta-winning artists langlands & bell have created a virtual, story-based, 3d model of brussels' coudenberg cellars.",
,,5,,"they have recently been excavated and are thought to be the remnants of coudenberg palace, an historical seat of european power. the 3d world can be navigated using a joystick and offers an immersive experience of a landscape that historically had a river running through it until it was bricked up in the 19th century. ""the river was integral to the city's survival for hundreds of years and it was equally essential to the city that it disappeared,"" said the artists. ""we hope that by uncovering the river, we can greater understand the connections between the past and the present, and appreciate the flow of modernity, once concealing, but now revealing the river senne."" in their previous works they used the quake game graphics engine. the game engine is the core component of a video game because it handles graphics rendering, game ai, and how objects behave and relate to each other in a game. they are so time-consuming and expensive to create, the engines can be licensed out to handle other graphics-intensive games. bt's own engine, tara (total abstract rendering architecture) has been in development since 2001 and has been used to recreate virtual interactive models of buildings for planners. it was also used in 2003 in encounter, an urban-based, pervasive game that combined both virtual play in conjunction with physical, on-the-street action. because the artists wanted video and interactive elements in their worlds, new features were added to tara in order to handle the complex data sets. but collaboration between art and digital technology is by no means new, and many keen coders, designers, games makers and animators argue that what they create is art itself.",
,,7,,"technology as a way of unleashing creativity has massive potential, not least because it gives people something to do with their technology. big businesses know it is good for them to get in on the creative vein too. the art world is ""fantastically rich"", said mr stone, with creative people and ideas which means traditional companies like bt want to get in with them. between 1997 and 2002, the creative industry brought £21 billion to london alone. it is an industry that is growing by 6% a year too. the partnership between artists and technologists is part of trying to understand the creative potential of technologies like broadband net, according to mr stone. ""this is not just about putting art galleries and museums online,"" he said. ""it is about how can everyone have the best seat in house and asking if technology has a role in solving that problem."" with broadband penetration reaching 100% in the uk, businesses with a stake in the technology want to give people reasons to want and use it. the creative drive is not purely altruistic obviously. it is about both industries borrowing strategies and creative ideas together which can result in better business practices for creative industries, or more patent ideas for tech companies. ""what we are trying to do is have outside-in thinking. ""we are creating a future cultural drive for the economy,"" said mr stone.",
not,0.6,7,1,"technology as a way of unleashing creativity has massive potential, not least because it gives people something to do with their technology. big businesses know it is good for them to get in on the creative vein too. the art world is ""fantastically rich"", said mr stone, with creative people and ideas which means traditional companies like bt want to get in with them. between 1997 and 2002, the creative industry brought £21 billion to london alone. it is an industry that is growing by 6% a year too. the partnership between artists and technologists is part of trying to understand the creative potential of technologies like broadband net, according to mr stone. ""this is not just about putting art galleries and museums online,"" he said. ""it is about how can everyone have the best seat in house and asking if technology has a role in solving that problem."" with broadband penetration reaching 100% in the uk, businesses with a stake in the technology want to give people reasons to want and use it. the creative drive is not purely altruistic obviously. it is about both industries borrowing strategies and creative ideas together which can result in better business practices for creative industries, or more patent ideas for tech companies. ""what we are trying to do is have outside-in thinking. ""we are creating a future cultural drive for the economy,"" said mr stone.",bbc_doc/technology/005.docx
better,0.59,7,1,"technology as a way of unleashing creativity has massive potential, not least because it gives people something to do with their technology. big businesses know it is good for them to get in on the creative vein too. the art world is ""fantastically rich"", said mr stone, with creative people and ideas which means traditional companies like bt want to get in with them. between 1997 and 2002, the creative industry brought £21 billion to london alone. it is an industry that is growing by 6% a year too. the partnership between artists and technologists is part of trying to understand the creative potential of technologies like broadband net, according to mr stone. ""this is not just about putting art galleries and museums online,"" he said. ""it is about how can everyone have the best seat in house and asking if technology has a role in solving that problem."" with broadband penetration reaching 100% in the uk, businesses with a stake in the technology want to give people reasons to want and use it. the creative drive is not purely altruistic obviously. it is about both industries borrowing strategies and creative ideas together which can result in better business practices for creative industries, or more patent ideas for tech companies. ""what we are trying to do is have outside-in thinking. ""we are creating a future cultural drive for the economy,"" said mr stone.",bbc_doc/technology/005.docx
some time,0.59,2,1,the hi-tech and the arts worlds have for some time danced around each other and offered creative and technical help when required.,bbc_doc/technology/005.docx
greater,0.59,5,1,"they have recently been excavated and are thought to be the remnants of coudenberg palace, an historical seat of european power. the 3d world can be navigated using a joystick and offers an immersive experience of a landscape that historically had a river running through it until it was bricked up in the 19th century. ""the river was integral to the city's survival for hundreds of years and it was equally essential to the city that it disappeared,"" said the artists. ""we hope that by uncovering the river, we can greater understand the connections between the past and the present, and appreciate the flow of modernity, once concealing, but now revealing the river senne."" in their previous works they used the quake game graphics engine. the game engine is the core component of a video game because it handles graphics rendering, game ai, and how objects behave and relate to each other in a game. they are so time-consuming and expensive to create, the engines can be licensed out to handle other graphics-intensive games. bt's own engine, tara (total abstract rendering architecture) has been in development since 2001 and has been used to recreate virtual interactive models of buildings for planners. it was also used in 2003 in encounter, an urban-based, pervasive game that combined both virtual play in conjunction with physical, on-the-street action. because the artists wanted video and interactive elements in their worlds, new features were added to tara in order to handle the complex data sets. but collaboration between art and digital technology is by no means new, and many keen coders, designers, games makers and animators argue that what they create is art itself.",bbc_doc/technology/005.docx
technology want,0.59,7,1,"technology as a way of unleashing creativity has massive potential, not least because it gives people something to do with their technology. big businesses know it is good for them to get in on the creative vein too. the art world is ""fantastically rich"", said mr stone, with creative people and ideas which means traditional companies like bt want to get in with them. between 1997 and 2002, the creative industry brought £21 billion to london alone. it is an industry that is growing by 6% a year too. the partnership between artists and technologists is part of trying to understand the creative potential of technologies like broadband net, according to mr stone. ""this is not just about putting art galleries and museums online,"" he said. ""it is about how can everyone have the best seat in house and asking if technology has a role in solving that problem."" with broadband penetration reaching 100% in the uk, businesses with a stake in the technology want to give people reasons to want and use it. the creative drive is not purely altruistic obviously. it is about both industries borrowing strategies and creative ideas together which can result in better business practices for creative industries, or more patent ideas for tech companies. ""what we are trying to do is have outside-in thinking. ""we are creating a future cultural drive for the economy,"" said mr stone.",bbc_doc/technology/005.docx
often,0.58,3,1,"often this help has come in the form of corporate art sponsorship or infrastructure provision. but that dance is growing more intimate as hi-tech firms look to the creative industries for inspiration. and vice versa. uk telco bt is serious about the idea and has launched its connected world initiative. the idea, says bt, is to shape a ""21st century model"" which will help cement the art, technology, and business worlds together. ""we are hoping to understand the creative industry that has a natural thirst for broadband technology,"" said frank stone, head of the bt's business sector programmes. he looks after several ""centres of excellence"" which the telco has set up with other institutions and organisations, one of which is focused on creative industries.",bbc_doc/technology/005.docx
handle other,0.58,5,1,"they have recently been excavated and are thought to be the remnants of coudenberg palace, an historical seat of european power. the 3d world can be navigated using a joystick and offers an immersive experience of a landscape that historically had a river running through it until it was bricked up in the 19th century. ""the river was integral to the city's survival for hundreds of years and it was equally essential to the city that it disappeared,"" said the artists. ""we hope that by uncovering the river, we can greater understand the connections between the past and the present, and appreciate the flow of modernity, once concealing, but now revealing the river senne."" in their previous works they used the quake game graphics engine. the game engine is the core component of a video game because it handles graphics rendering, game ai, and how objects behave and relate to each other in a game. they are so time-consuming and expensive to create, the engines can be licensed out to handle other graphics-intensive games. bt's own engine, tara (total abstract rendering architecture) has been in development since 2001 and has been used to recreate virtual interactive models of buildings for planners. it was also used in 2003 in encounter, an urban-based, pervasive game that combined both virtual play in conjunction with physical, on-the-street action. because the artists wanted video and interactive elements in their worlds, new features were added to tara in order to handle the complex data sets. but collaboration between art and digital technology is by no means new, and many keen coders, designers, games makers and animators argue that what they create is art itself.",bbc_doc/technology/005.docx
not purely,0.58,7,1,"technology as a way of unleashing creativity has massive potential, not least because it gives people something to do with their technology. big businesses know it is good for them to get in on the creative vein too. the art world is ""fantastically rich"", said mr stone, with creative people and ideas which means traditional companies like bt want to get in with them. between 1997 and 2002, the creative industry brought £21 billion to london alone. it is an industry that is growing by 6% a year too. the partnership between artists and technologists is part of trying to understand the creative potential of technologies like broadband net, according to mr stone. ""this is not just about putting art galleries and museums online,"" he said. ""it is about how can everyone have the best seat in house and asking if technology has a role in solving that problem."" with broadband penetration reaching 100% in the uk, businesses with a stake in the technology want to give people reasons to want and use it. the creative drive is not purely altruistic obviously. it is about both industries borrowing strategies and creative ideas together which can result in better business practices for creative industries, or more patent ideas for tech companies. ""what we are trying to do is have outside-in thinking. ""we are creating a future cultural drive for the economy,"" said mr stone.",bbc_doc/technology/005.docx
about both,0.58,7,1,"technology as a way of unleashing creativity has massive potential, not least because it gives people something to do with their technology. big businesses know it is good for them to get in on the creative vein too. the art world is ""fantastically rich"", said mr stone, with creative people and ideas which means traditional companies like bt want to get in with them. between 1997 and 2002, the creative industry brought £21 billion to london alone. it is an industry that is growing by 6% a year too. the partnership between artists and technologists is part of trying to understand the creative potential of technologies like broadband net, according to mr stone. ""this is not just about putting art galleries and museums online,"" he said. ""it is about how can everyone have the best seat in house and asking if technology has a role in solving that problem."" with broadband penetration reaching 100% in the uk, businesses with a stake in the technology want to give people reasons to want and use it. the creative drive is not purely altruistic obviously. it is about both industries borrowing strategies and creative ideas together which can result in better business practices for creative industries, or more patent ideas for tech companies. ""what we are trying to do is have outside-in thinking. ""we are creating a future cultural drive for the economy,"" said mr stone.",bbc_doc/technology/005.docx
each other,0.58,2,2,the hi-tech and the arts worlds have for some time danced around each other and offered creative and technical help when required.,bbc_doc/technology/005.docx
,,5,,"they have recently been excavated and are thought to be the remnants of coudenberg palace, an historical seat of european power. the 3d world can be navigated using a joystick and offers an immersive experience of a landscape that historically had a river running through it until it was bricked up in the 19th century. ""the river was integral to the city's survival for hundreds of years and it was equally essential to the city that it disappeared,"" said the artists. ""we hope that by uncovering the river, we can greater understand the connections between the past and the present, and appreciate the flow of modernity, once concealing, but now revealing the river senne."" in their previous works they used the quake game graphics engine. the game engine is the core component of a video game because it handles graphics rendering, game ai, and how objects behave and relate to each other in a game. they are so time-consuming and expensive to create, the engines can be licensed out to handle other graphics-intensive games. bt's own engine, tara (total abstract rendering architecture) has been in development since 2001 and has been used to recreate virtual interactive models of buildings for planners. it was also used in 2003 in encounter, an urban-based, pervasive game that combined both virtual play in conjunction with physical, on-the-street action. because the artists wanted video and interactive elements in their worlds, new features were added to tara in order to handle the complex data sets. but collaboration between art and digital technology is by no means new, and many keen coders, designers, games makers and animators argue that what they create is art itself.",
